county,ballotscast_2016,registered_2016,turnout_2016,clinton_2016,presvotes_2016,clintonpct_2016,trump_2016,trumppct_2016,ballotscast_2020,registered_2020,turnout_2020,biden_2020,presvotes_2020,bidenpct_2020,trump_2020,trumppct_2020
Union,12230,14370,0.8510786360473209,1963,12044,0.16298571903022302,9852,0.8180006642311519,0,19235,0.0,0,0,0.0,0,0.0
Upson,11032,14058,0.7847488974249541,3475,10934,0.31781598683007106,7292,0.666910554234498,0,18187,0.0,0,0,0.0,0,0.0
Walker,24526,32951,0.74431731965646,4215,23956,0.17594757054600102,18950,0.791033561529471,0,43050,0.0,0,0,0.0,0,0.0
Walton,40986,51318,0.7986671343388291,8292,40472,0.204882387823681,31125,0.769050207550899,0,70129,0.0,0,0,0.0,0,0.0
Ware,12282,16254,0.75562938353636,3440,12159,0.282918003125257,8513,0.7001398141294519,0,20580,0.0,0,0,0.0,0,0.0
Warren,2357,3105,0.7590982286634459,1314,2333,0.563223317616802,991,0.42477496785255,0,3789,0.0,0,0,0.0,0,0.0
Washington,8531,11002,0.775404471914197,4200,8447,0.4972179472001889,4149,0.4911803006984729,0,12994,0.0,0,0,0.0,0,0.0
Wayne,10489,13496,0.777193242442205,2041,10386,0.19651453880223396,8153,0.784999037165415,0,18164,0.0,0,0,0.0,0,0.0
Webster,1124,1433,0.7843684577808789,473,1116,0.423835125448029,630,0.5645161290322579,0,1713,0.0,0,0,0.0,0,0.0
Wheeler,2135,2705,0.7892791127541591,646,2102,0.30732635585157,1421,0.676022835394862,0,3169,0.0,0,0,0.0,0,0.0
White,11964,14669,0.81559751857659,1674,11783,0.142069082576593,9761,0.8283968429092758,0,20630,0.0,0,0,0.0,0,0.0
Whitfield,30877,39588,0.7799585733050419,7937,30398,0.26110270412527103,21537,0.7085005592473191,0,54779,0.0,0,0,0.0,0,0.0
Wilcox,3003,3934,0.763345195729537,852,2973,0.286579212916246,2096,0.705011772620249,0,4562,0.0,0,0,0.0,0,0.0
Wilkes,4520,5826,0.7758324751115692,1848,4477,0.41277641277641297,2572,0.5744918472191199,0,6836,0.0,0,0,0.0,0,0.0
Wilkinson,4317,5481,0.7876299945265458,1894,4278,0.44273024777933595,2333,0.5453482935951379,0,6484,0.0,0,0,0.0,0,0.0
Worth,8349,10724,0.778534129056322,2020,8280,0.243961352657005,6152,0.742995169082126,0,13847,0.0,0,0,0.0,0,0.0
STATEWIDE,4165405,5443046,0.765270953065618,1877963,4092373,0.458893409764946,2089104,0.5104871916611711,0,7233584,0.0,0,0,0.0,0,0.0
